procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  0      0  77848   1548 149196    0    0 136781    17 1628 1488  1  4 44 49  2 2025-04-19 10:36:03
 0  0      0  68588    784 160820    0    0  7796    31  525  683  0  1 97  1  1 2025-04-19 10:36:08
 0  1      0  84140    424 149684    0    0 126376    18 1532 1675  1  3 54 41  1 2025-04-19 10:36:13
 0  0      0  87120    648 145464    0    0 56926    19  843  993  0  2 83 14  1 2025-04-19 10:36:18
 1  0      0 109548    204 124264    0    0 16290     5  578  702  0  1 97  1  0 2025-04-19 10:36:23
 1  0      0  75544    492 157348    0    0 163225    10 1773 1927  1  4 48 44  3 2025-04-19 10:36:28
 0  0      0  74284    840 157912    0    0 13618    10  595  767  0  1 98  0  1 2025-04-19 10:36:33
 4  2      0  75844    492 152396    0    0 96578     0 1273 1544  1  2 65 30  1 2025-04-19 10:36:38
 2  0      0  69964    376 160388    0    0 95666    10 1090 1198  1  2 70 25  2 2025-04-19 10:36:43
 0  0      0  89860    488 140160    0    0  7828    14  525  691  0  1 98  0  1 2025-04-19 10:36:48
 1  2      0  83244    280 147100    0    0 155853     5 1703 1800  1  4 39 55  1 2025-04-19 10:36:53
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  0      0  71840    452 159604    0    0 118106    10 1280 1194  1  3 60 36  1 2025-04-19 10:36:58
 0  0      0  81368    208 150972    0    0  9548     5  577  760  0  1 97  0  1 2025-04-19 10:37:03
 3  1      0  63436    264 167668    0    0 138921     5 1551 1717  1  3 49 46  1 2025-04-19 10:37:08
 0  0      0  80412    168 129780    0    0 77968    10 1000 1100  0  2 76 20  2 2025-04-19 10:37:14
 0  0      0  70584    736 152380    0    0  4630     6  483  668  0  0 98  0  1 2025-04-19 10:37:19
 7  2      0  66068    540 162956    0    0 193790    14 1934 2097  1  5 26 67  2 2025-04-19 10:37:24
 0  0      0  87908    344 139280    0    0 92629     6 1180 1145  1  2 67 29  1 2025-04-19 10:37:29
 4 18      0  98356    260 127508    0    0 84186     9 1328 1652  1  2 74 21  1 2025-04-19 10:37:34
 0  0      0  92492    772 136364    0    0 192982    22 1659 1570  1  4 25 69  2 2025-04-19 10:37:40
 0  0      0  76076    860 149732    0    0  8306     7  456  622  0  1 98  0  1 2025-04-19 10:37:45
 2  6      0  80208    404 147420    0    0 73839     5 1183 1487  1  2 76 19  2 2025-04-19 10:37:50
 9  1      0  75076    312 155432    0    0 215426    23 1926 2020  1  4  2 91  2 2025-04-19 10:37:55
 1  1      0  69948    704 162588    0    0 205547     6 2096 2188  1  5 11 81  1 2025-04-19 10:38:00
 1  0      0  87468    616 144592    0    0 15009     7  519  689  0  1 96  2  1 2025-04-19 10:38:05
 7 12      0  72964    380 155592    0    0 34138     5  830 1159  0  1 71 28  0 2025-04-19 10:38:11
 4  3      0  83156    292 145452    0    0 217350    10 1911 1876  1  5  7 85  3 2025-04-19 10:38:16
 0  0      0  79260    528 150240    0    0 146786    14 1473 1446  1  3 43 51  2 2025-04-19 10:38:22
 1  0      0  73212    684 156240    0    0  6934     7  514  688  0  1 98  0  1 2025-04-19 10:38:27
 9  2      0  71268    272 161100    0    0 128919    31 1885 1735  1  4 54 40  1 2025-04-19 10:38:32
 0  0      0  74884    536 156864    0    0 78628    16 1033 1117  0  2 76 20  2 2025-04-19 10:38:37
 0  2      0  84332    656 146656    0    0  6166     7  489  671  0  1 97  1  1 2025-04-19 10:38:42
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  1      0  73504    476 156900    0    0 150428    12 1964 2091  1  4 52 42  2 2025-04-19 10:38:47
 1  0      0  68616   1000 160988    0    0 13120    20  622  789  1  1 97  1  1 2025-04-19 10:38:52
12  1      0  70096    448 161756    0    0 132223    11 1602 1723  1  3 49 45  2 2025-04-19 10:38:57
 0  1      0  99492    324 132824    0    0 115801    14 1312 1334  1  3 68 28  1 2025-04-19 10:39:02
 1  1      0  68976   2060 156904    0    0  5211    11  533  703  0  1 98  0  1 2025-04-19 10:39:07
 1 18      0  61800    452 167660    0    0 157509     1 1703 1902  1  4 38 55  2 2025-04-19 10:39:12
 1  2      0  79936    204 153964    0    0 188626    38 1691 1639  1  4 29 65  2 2025-04-19 10:39:18
 1  0      0  69948    880 163860    0    0  9003    10  493  701  0  1 97  1  1 2025-04-19 10:39:23
 1  2      0  75224    156 155280    0    0 63805     5 1109 1381  1  2 80 16  1 2025-04-19 10:39:28
 1  0      0  79952    452 151480    0    0 115222    17 1190 1233  1  3 60 35  1 2025-04-19 10:39:33
 1  0      0  69856   2044 157760    0    0  7791     5  543  699  0  1 98  0  1 2025-04-19 10:39:38
 0  0      0  76552     96 155160    0    0 129168    10 1719 1939  1  4 57 37  1 2025-04-19 10:39:43
 0  0      0  73388    548 158112    0    0 28312    11  617  725  0  2 96  1  1 2025-04-19 10:39:48
 2  0      0  71968    384 155848    0    0 48985    17 1002 1313  1  2 85 13  1 2025-04-19 10:39:53
 0  0      0  74188    456 157728    0    0 161094    10 1441 1449  1  4 42 52  1 2025-04-19 10:39:58
 0  0      0  80032    656 148772    0    0 15524    11  577  759  1  1 96  1  1 2025-04-19 10:40:03
 0 10      0  65468    256 160968    0    0 101078     5 1450 1748  1  3 65 30  2 2025-04-19 10:40:09
 0  0      0  77748    976 145208    0    0 93556    22 1244 1238  1  3 71 25  1 2025-04-19 10:40:14
 0  0      0 102452    448 124924    0    0  7305    14  516  685  0  1 97  0  1 2025-04-19 10:40:19
 0  3      0  83184    832 145356    0    0 190190    20 1857 2047  1  4 25 68  2 2025-04-19 10:40:24
 0  0      0  94348    500 134768    0    0 13935     5  526  700  0  1 97  1  1 2025-04-19 10:40:29
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  2      0  65968    612 162792    0    0 63106     5 1250 1554  1  2 80 16  2 2025-04-19 10:40:34
 0  0      0  87472    504 138852    0    0 98984    42 1294 1396  1  2 70 25  1 2025-04-19 10:40:39
 0  0      0  87308   1368 127344    0    0 10286     8  736  899  1  1 96  1  1 2025-04-19 10:40:44
 4  7      0 110896    300 117236    0    0 176310     2 1721 1838  1  4 33 60  2 2025-04-19 10:40:49
 0  0      0  88948    524 139132    0    0 163912    12 1402 1448  1  3 44 51  2 2025-04-19 10:40:54
 0  0      0  85628    512 141720    0    0 11682     5  446  627  0  1 98  0  0 2025-04-19 10:40:59
 2  2      0  72224    304 157388    0    0 145239     5 1713 1886  1  3 49 44  2 2025-04-19 10:41:04
 0  0      0  80184    480 147380    0    0 179518    22 1644 1532  1  4 24 69  1 2025-04-19 10:41:09
 0  0      0  95928    308 117384    0    0 15960    14  641  825  1  1 97  1  1 2025-04-19 10:41:14
 6  3      0  67828    460 157076    0    0 160454    18 1759 1868  1  4 41 53  2 2025-04-19 10:41:19
 2  5      0  77252   1008 146532    0    0 208393    11 1571 1482  1  5  3 90  1 2025-04-19 10:41:25
 1  0      0  93912    500 127604    0    0 166789     6 1661 1549  1  4 25 67  3 2025-04-19 10:41:30
 5 16      0  72764    404 149316    0    0 180698    18 1681 1832  1  4 35 60  1 2025-04-19 10:41:35
13  7      0  64860    564 151724    0    0 238637    14 2073 2089  1  5  2 91  2 2025-04-19 10:41:41
 0 11      0  72628    148 144460    0    0 230158    36 1925 1868  1  4  2 92  2 2025-04-19 10:41:47
 7  9      0  85340    292 132792    0    0 253368    20 2151 2352  1  5  0 93  2 2025-04-19 10:41:53
19  5      0  97180    320 120264    0    0 225174    16 1827 1867  0  5  0 94  1 2025-04-19 10:41:58
 3 32      0  66076    412 159984    0    0 248302     1 2245 2775  1  5  0 93  2 2025-04-19 10:42:04
 8 25      0  85060    400 142228    0    0 256690    16 2150 2367  0  4  0 93  2 2025-04-19 10:42:11
13  9      0  64636    420 161388    0    0 246089     1 2000 2104  2  4  0 92  2 2025-04-19 10:42:17
 9 16      0  82416    188 144144    0    0 241293    27 5115 8338  1  5  0 92  2 2025-04-19 10:42:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
29  5      0  84076    248 139268    0    0 294066    10 2507 2813  1  4  0 93  2 2025-04-19 10:42:30
16 19      0  65396    408 156892    0    0 264108     4 3062 4593  1  5  0 93  2 2025-04-19 10:42:36
17 18      0  76004    380 146916    0    0 293978     6 2282 2597  0  4  0 93  2 2025-04-19 10:42:43
 9 22      0  80732    584 142688    0    0 279822     1 2844 3729  0  5  0 93  2 2025-04-19 10:42:50
14  9      0  68984    248 153300    0    0 252334     9 3464 5031  1  4  0 92  2 2025-04-19 10:42:56
26 19      0  76544    300 144712    0    0 239919     4 2625 2149 13  6  1 78  2 2025-04-19 10:43:02
 6 22      0  63224    208 155032    0    0 248665    10 3921 5540  7  6  0 86  2 2025-04-19 10:43:08
 1 26      0  67196    208 151644    0    0 228530     5 1880 2057  0  4  0 93  2 2025-04-19 10:43:15
 8 18      0  97348    240 122272    0    0 271479     5 2228 2371  1  4  0 93  2 2025-04-19 10:43:21
 8 16      0  70780    228 148560    0    0 287178     4 3599 2452 23  8  0 66  2 2025-04-19 10:43:28
15  4      0  92208    452 126064    0    0 268724     5 3090 8022 14  7  0 77  2 2025-04-19 10:43:35
20  3      0  80808    564 139728    0    0 245677     4 3035 2058 21  8  0 68  2 2025-04-19 10:43:41
10 14      0  94732    396 130448    0    0 253254     7 2067 1959  1  5  0 93  2 2025-04-19 10:43:47
 1 24      0  76804    264 148276    0    0 244635     7 2018 1936  1  4  0 93  1 2025-04-19 10:43:53
21  7      0  78676    420 150016    0    0 247782    13 1942 1766  2  5  2 90  2 2025-04-19 10:43:59
 9  6      0  83408    340 144172    0    0 253326    14 2924 3830  1  5  0 92  2 2025-04-19 10:44:05
 2 23      0  73204    104 154416    0    0 244945    22 2808 3692  1  5  0 93  2 2025-04-19 10:44:11
 6 17      0  81004    224 146204    0    0 255654    11 2064 2145  0  4  0 93  2 2025-04-19 10:44:18
20  9      0  64484    224 161856    0    0 300021     5 2337 2743  1  5  0 93  2 2025-04-19 10:44:25
 9 12      0  71684    196 154736    0    0 271569     1 2250 2268  1  5  0 93  1 2025-04-19 10:44:32
17  6      0  78344    280 148408    0    0 242990    10 1899 1835  1  4  1 92  2 2025-04-19 10:44:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 4 11      0  78284    508 147812    0    0 248716     8 2214 2015  2  5  1 91  2 2025-04-19 10:44:44
 0  0      0  93852    324 133624    0    0 105838    10 1229 1192  1  3 58 37  2 2025-04-19 10:44:49
 5  1      0  83528    364 143764    0    0 205550    24 2018 2073  1  4 22 71  2 2025-04-19 10:44:54
 0  0      0  87512   1080 138756    0    0 92975    22 1188 1197  1  2 73 23  1 2025-04-19 10:44:59
 0  1      0  72160   1804 152828    0    0 13098     9  629  783  1  1 97  1  1 2025-04-19 10:45:04
 2  3      0  72648   1248 152408    0    0 211693    28 2094 2190  1  5 13 78  3 2025-04-19 10:45:09
 8  7      0  72224    420 152432    0    0 220810    31 1711 1500  1  4  2 92  1 2025-04-19 10:45:14
14 17      0  77904    100 148252    0    0 250839     7 2737 3401  2  5  1 91  1 2025-04-19 10:45:20
 1 25      0  82764    472 145668    0    0 280605    17 3222 4345  0  5  0 93  2 2025-04-19 10:45:27
 0 20      0  93332    216 133960    0    0 265638    18 2300 2494  1  4  1 92  2 2025-04-19 10:45:34
 4 11      0  67100    244 160720    0    0 227530    26 2027 1915  1  5  5 87  3 2025-04-19 10:45:39
 2  0      0  65952    412 160768    0    0 66585    32 1041 1202  1  2 71 25  1 2025-04-19 10:45:45
 0  2      0  90908    276 135616    0    0 83365     9 1254 1497  1  2 73 23  1 2025-04-19 10:45:50
 1  0      0  73336    508 153740    0    0 167289    19 1653 1556  1  3 38 56  2 2025-04-19 10:45:55
 0  0      0  74688    812 152088    0    0 11398     5  516  664  0  1 96  1  2 2025-04-19 10:46:00
 2  4      0 104840    264 121836    0    0 130365     5 1449 1712  1  3 48 43  5 2025-04-19 10:46:05
 0  0      0  79440    336 147000    0    0 127117    10 1312 1501  1  3 49 45  2 2025-04-19 10:46:10
 0  0      0  71628    788 154324    0    0  7877     6  439  612  0  1 98  0  0 2025-04-19 10:46:15
 0  4      0  72356    412 154424    0    0 204406    10 2116 2194  1  5 23 70  1 2025-04-19 10:46:20
 0  0      0  84480    756 141632    0    0 28539     5  625  734  0  2 93  5  1 2025-04-19 10:46:25
 2 24      0  80624    280 136012    0    0 41887    10 1068 1371  2  2 88  7  1 2025-04-19 10:46:31
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  1      0  74060    848 149792    0    0 224022    10 1767 1599  1  4  9 86  1 2025-04-19 10:46:36
 0  0      0  69848    512 154872    0    0 167732    10 1438 1393  1  4 30 64  2 2025-04-19 10:46:41
 0  0      0  67756   2384 152380    0    0 23367     6  784  873  1  1 97  1  1 2025-04-19 10:46:46
 0  8      0 109516    264 104532    0    0 70902     7 1268 1540  1  2 76 20  1 2025-04-19 10:46:51
13  9      0  77460    308 147596    0    0 227073    21 1916 1726  1  4  8 87  1 2025-04-19 10:46:57
 1  0      0  67408    756 156876    0    0 155576     5 1356 1336  1  3 40 55  1 2025-04-19 10:47:02
 0  0      0  72580    708 151708    0    0  7037     5  470  628  0  1 99  0  0 2025-04-19 10:47:07
 7  5      0  82416    312 142624    0    0 138498    22 1577 1801  1  3 50 46  1 2025-04-19 10:47:12
 1  0      0  92944   1100 128540    0    0 111870    18 1291 1352  1  2 66 31  1 2025-04-19 10:47:18
 0  0      0  70516    508 153900    0    0 10268     8  538  699  1  1 97  1  0 2025-04-19 10:47:23
 0  0      0  84252    808 142132    0    0 138724    12 1614 1845  1  3 60 35  1 2025-04-19 10:47:28
 0  0      0  79832    624 146324    0    0  7384     6  486  730  0  1 98  0  1 2025-04-19 10:47:33
 1  8      0  90444    388 133288    0    0 129766    10 1436 1646  1  3 51 44  1 2025-04-19 10:47:38
 0  0      0  70896    276 155628    0    0 177754     5 1530 1512  1  4 27 67  2 2025-04-19 10:47:43
 0  0      0  83144    492 143096    0    0 13911    19  549  688  0  1 98  1  0 2025-04-19 10:47:48
 8  3      0  77976    652 148532    0    0 77770    13 1302 1546  1  2 71 26  1 2025-04-19 10:47:53
 0  0      0  74588    508 150820    0    0 148250    10 1494 1485  1  3 53 42  1 2025-04-19 10:47:58
 3  0      0  77464   2476 142308    0    0 12169     6  680  836  1  1 96  1  2 2025-04-19 10:48:03
 7 18      0  83704    664 138056    0    0 136250    13 1791 2264  1  3 45 49  2 2025-04-19 10:48:09
 5  6      0  74400    188 149568    0    0 168797     8 1516 1495  1  4  2 90  2 2025-04-19 10:48:14
 3 20      0  62268    268 161304    0    0 238857    22 1757 1788  0  4  0 94  1 2025-04-19 10:48:20
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 4  8      0  66284    392 157384    0    0 285938     5 2367 2313  1  4  1 93  2 2025-04-19 10:48:27
 2 10      0  78988    232 144372    0    0 227417     5 1821 1626  1  4  1 92  2 2025-04-19 10:48:32
 0  0      0  75916    696 148412    0    0 98840     7 1138 1115  0  2 62 34  1 2025-04-19 10:48:38
 1  0      0  77364   2556 141836    0    0  7930     2  534  700  0  1 98  0  0 2025-04-19 10:48:43
 9  0      0  67904    796 155588    0    0 155090    10 1710 1918  1  4 39 55  2 2025-04-19 10:48:48
 0  0      0  78076    544 146604    0    0 96337    26 1152 1176  1  2 69 27  1 2025-04-19 10:48:53
 0  0      0  78384   2100 141672    0    0 14778     5  656  816  1  1 97  1  1 2025-04-19 10:48:58
 1  0      0  76688    384 145452    0    0 153162    15 1826 1860  1  4 39 54  2 2025-04-19 10:49:03
19  9      0  83736    356 138692    0    0 218634    14 1655 1546  0  4  2 91  2 2025-04-19 10:49:08
 1  0      0  70548    848 151644    0    0 166705    23 1639 1528  1  4 44 50  1 2025-04-19 10:49:14
 0  0      0  83628   2224 134204    0    0 18917    11  589  762  1  1 96  2  1 2025-04-19 10:49:19
10  5      0  89904    424 129460    0    0 171890    19 1806 1956  1  4 30 63  1 2025-04-19 10:49:24
 3  0      0  69140    892 153020    0    0 221573    10 1905 1751  1  5  5 88  1 2025-04-19 10:49:29
 0  6      0  84672    256 137856    0    0 214884    20 1736 1585  1  5  2 91  2 2025-04-19 10:49:35
 4 13      0  78712    348 144432    0    0 221253     1 1620 1624  0  4  1 93  2 2025-04-19 10:49:40
17  1      0  70796   1028 149928    0    0 213902     7 1774 1791  1  5  1 92  1 2025-04-19 10:49:45
 8  3      0  70856    612 149308    0    0 217494    11 1809 1773  1  5  4 89  1 2025-04-19 10:49:50
 0  0      0  88756    620 133028    0    0 89614    10 1040 1067  0  3 68 28  1 2025-04-19 10:49:55
 1  0      0  70536    484 154676    0    0 23338    26  705  902  0  1 96  2  0 2025-04-19 10:50:00
 1  3      0  73312    576 151764    0    0 210718    16 1899 1990  1  5 12 78  4 2025-04-19 10:50:06
 5  5      0  81908    432 142124    0    0 214868     5 1720 1566  1  4  4 89  2 2025-04-19 10:50:11
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 0  0      0  68788   1172 153152    0    0 96962     8 1238 1234  1  3 67 29  1 2025-04-19 10:50:16
 1  3      0  95104    536 128500    0    0 59734    13 1024 1182  1  2 80 14  3 2025-04-19 10:50:21
 2 27      0  78828    336 129116    0    0 235970    26 1997 2122  0  4  3 90  2 2025-04-19 10:50:27
 2 29      0  69420    188 139128    0    0 298241    18 3029 3519  9  5  0 83  2 2025-04-19 10:50:34
11 20      0  54608    308 153584    0    0 275235    28 3059 4395  1  5  0 93  2 2025-04-19 10:50:41
 8 34      0  90028    344 117988    0    0 279758     6 2313 3017  0  4  0 93  2 2025-04-19 10:50:47
22 18      0  72236    360 137512    0    0 286251    10 2703 3000  6  5  0 87  2 2025-04-19 10:50:54
16 16      0  83816    352 125348    0    0 282980     4 3757 5448  4  5  0 89  2 2025-04-19 10:51:01
17 18      0  72652    296 135504    0    0 258592     4 3715 5335  6  5  0 86  2 2025-04-19 10:51:08
 9 26      0  85456    324 122000    0    0 281098     9 2894 3909  1  5  0 93  2 2025-04-19 10:51:15
 3 38      0  76228    376 131028    0    0 307011     5 2799 3452  1  5  0 93  1 2025-04-19 10:51:22
12 23      0  74860    260 132884    0    0 298724     9 2607 3028  0  5  0 94  1 2025-04-19 10:51:29
16 39      0  82972    264 125156    0    0 319577     5 2587 3688  0  5  0 93  2 2025-04-19 10:51:37
13 37      0  75276    236 131296    0    0 328414    10 3345 4891  1  5  0 91  3 2025-04-19 10:51:45
26 22      0  90620    212 116988    0    0 292331     4 2624 3676  0  5  0 93  2 2025-04-19 10:51:52
25 34      0  94792    232 112264    0    0 381158     4 2799 3976  0  5  0 93  2 2025-04-19 10:52:02
26 34      0  63884    280 142704    0    0 320256     1 2947 4272  0  4  0 93  2 2025-04-19 10:52:09
29 31      0  76868    272 130188    0    0 321802    10 2637 3801  0  5  0 94  1 2025-04-19 10:52:17
30 35      0  69096    240 138240    0    0 437042     7 8507 14974  0  5  0 93  2 2025-04-19 10:52:28
23 37      0  62560    324 143164    0    0 299618     0 12435 22716  1  6  0 93  1 2025-04-19 10:52:35
29 48      0  58688    228 147236    0    0 395574     6 12837 23584  1  6  0 92  2 2025-04-19 10:52:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
22 49      0  71584    244 135104    0    0 609824    10 19569 35806  1  6  0 92  2 2025-04-19 10:53:01
 2 60      0  74924    256 130768    0    0 479660     2 23119 42947  1  6  0 92  2 2025-04-19 10:53:13
27 27      0  85380    248 120336    0    0 298166     3 12178 22297  1  6  0 92  1 2025-04-19 10:53:20
19 46      0  61092    204 143336    0    0 419684     5 19518 54176 63  8  0 29  1 2025-04-19 10:53:30
25 36      0  66584    204 138948    0    0 466811     3 13132 20725 52  6  0 39  3 2025-04-19 10:53:41
28 36      0  80056    256 125176    0    0 380936     4 11719 21209  1  5  0 92  2 2025-04-19 10:53:51
47 27      0  82036    236 122692    0    0 470221     3 17949 33155  1  6  0 91  3 2025-04-19 10:54:02
 7 53      0  62996    204 141948    0    0 2383632     6 20831 17293  0 25  0 73  1 2025-04-19 10:55:00
 3  1      0  78564    380 161624    0    0 157055  3712 5225 5716 10 12 35 38  3 2025-04-19 10:55:06
 0  0      0  65444    700 165608    0    0 155950   502 7017 11924  2  6 50 39  3 2025-04-19 10:55:11
 0 11      0  98264    620 132732    0    0 198804    38 2004 2047  1  4 29 63  2 2025-04-19 10:55:16
 0  0      0  83600    572 144808    0    0 116135    25 1274 1329  1  3 62 33  1 2025-04-19 10:55:21
 1  0      0  85020    956 145408    0    0  5620    14  465  644  0  1 98  0  0 2025-04-19 10:55:26
 1  0      0  88316    200 142936    0    0 152536     6 1849 2060  2  4 58 35  1 2025-04-19 10:55:31
 1  0      0  77372    568 135624    0    0  5718    18  454  649  0  1 97  0  1 2025-04-19 10:55:36
 5  2      0  67476    216 163064    0    0 82714   461 1215 1572  1  2 72 24  1 2025-04-19 10:55:41
 0  0      0  73744    792 156908    0    0 83674    11  982 1055  1  2 74 23  1 2025-04-19 10:55:47
 0  0      0  79864    708 150876    0    0  3954    10  466  649  0  0 98  0  1 2025-04-19 10:55:52
 0  0      0  66328    516 163640    0    0 149680    26 1687 1883  1  3 51 43  1 2025-04-19 10:55:57
 0  0      0  68132   1440 155272    0    0 18378     7  759  885  1  1 95  1  2 2025-04-19 10:56:02
 5  5      0  65208    396 162800    0    0 91490    18 1322 1557  1  2 65 30  2 2025-04-19 10:56:07
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0  80880    788 149088    0    0 112051    18 1241 1270  1  3 67 28  2 2025-04-19 10:56:12
 0  0      0  65004    796 164452    0    0  3069     6  456  670  0  1 98  0  1 2025-04-19 10:56:17
 0  0      0  73432    428 156060    0    0 111181     5 1458 1761  1  3 63 31  2 2025-04-19 10:56:22
 0  0      0  75992    612 154440    0    0 17218    29  597  725  0  1 97  1  1 2025-04-19 10:56:27
 0  1      0  64792    292 166808    0    0 57641    11 1301 1553  1  2 83 11  2 2025-04-19 10:56:32
 0  0      0  76100    416 154988    0    0 154936    14 1401 1322  1  3 40 55  2 2025-04-19 10:56:37
 0  0      0  95160    408 119760    0    0  6034    11  463  635  0  1 98  0  0 2025-04-19 10:56:42
 4  3      0  83080    212 147604    0    0 119382     6 1401 1663  1  3 58 37  1 2025-04-19 10:56:47
 0  0      0  66832    748 163080    0    0 68512    18  879 1014  0  2 78 19  1 2025-04-19 10:56:52
 3  0      0  93876   1812 125852    0    0 20681     7  780 1130  1  1 94  3  1 2025-04-19 10:56:57
 0  0      0  64596    516 166952    0    0 137067    18 1813 2150  1  3 65 29  2 2025-04-19 10:57:02
 0  0      0  72648    776 159616    0    0 18586     5  550  697  0  1 95  2  2 2025-04-19 10:57:07
 2  2      0  76440    712 154852    0    0 142554    10 1583 1798  1  3 52 43  1 2025-04-19 10:57:12
 1  0      0  83492   1052 144224    0    0 205224    91 1834 1838  1  5 10 83  1 2025-04-19 10:57:18
 0  1      0  82208    200 145032    0    0 28094    13  702  805  1  1 94  3  1 2025-04-19 10:57:23
 3  1      0  69300    400 157184    0    0 206249    16 2028 2094  1  5 17 75  2 2025-04-19 10:57:28
 0  0      0  74268    472 153340    0    0 132198    12 1267 1317  1  3 53 41  2 2025-04-19 10:57:33
 0  0      0  80216    748 148476    0    0  5741     8  408  625  0  1 98  0  1 2025-04-19 10:57:38
 1  0      0  63724    436 165624    0    0 122218     5 1413 1709  1  3 57 36  3 2025-04-19 10:57:43
 0  0      0  90024    432 131912    0    0 40948    11  616  743  0  1 90  7  1 2025-04-19 10:57:48
 0  1      0  73856    468 155544    0    0 11164     9  524  694  0  1 97  2  0 2025-04-19 10:57:53
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0  67144   1216 158772    0    0 199347    20 1878 2012  1  4 26 66  3 2025-04-19 10:57:58
 0  0      0  86468   2252 137056    0    0 43664     8  918  942  2  2 91  5  1 2025-04-19 10:58:03
 6  2      0  77488    784 139556    0    0 42849    17 1006 1309  1  2 89  7  1 2025-04-19 10:58:08
 2  9      0  89600    332 136352    0    0 161542    13 1539 1676  1  4  7 86  3 2025-04-19 10:58:13
 0  0      0  73552   2488 150020    0    0 106778    14 1314 1303  1  3 67 29  1 2025-04-19 10:58:18
 0  0      0  90084   1532 134032    0    0  3047    20  512  694  0  1 98  0  1 2025-04-19 10:58:23
 1  1      0  78872    848 146892    0    0 144957    28 1447 1561  1  4 40 53  3 2025-04-19 10:58:28
 0  0      0  81756   2516 142692    0    0 108087    12 1320 1445  1  3 62 32  2 2025-04-19 10:58:33
 0  0      0  75240   2560 147144    0    0  5299    17  502  677  0  1 98  0  1 2025-04-19 10:58:38
 2  0      0  80584    548 145256    0    0 137977     1 1567 1779  1  4 50 45  1 2025-04-19 10:58:43
 0  1      0  81648    336 143000    0    0 212563    23 1926 1837  1  5 12 81  2 2025-04-19 10:58:48
 0  0      0  79300    552 141976    0    0 47336    16  883  855  1  2 91  5  2 2025-04-19 10:58:53
 5  2      0  83488    424 143436    0    0 67120     8 1236 1463  1  2 78 17  1 2025-04-19 10:58:58
 2 13      0  74440    544 158772    0    0 227592    40 2609 3145  2  5  1 90  2 2025-04-19 10:59:04
 6  4      0  80452    460 152596    0    0 230749    10 1912 1803  1  4  1 93  1 2025-04-19 10:59:10
11 20      0  77320    308 155196    0    0 244836     6 1846 1788  1  4  0 93  2 2025-04-19 10:59:15
15 10      0  89344    312 145076    0    0 262258     5 2197 2384  1  4  0 93  2 2025-04-19 10:59:22
 6 12      0  65476    336 166444    0    0 250613     5 2030 2095  1  5  0 92  2 2025-04-19 10:59:28
 0  1      0  89444    232 143028    0    0 190050    25 1819 1814  1  4 22 70  3 2025-04-19 10:59:33
 0  0      0  85084    304 146500    0    0 20883    11  812  922  1  1 95  1  2 2025-04-19 10:59:38
12  1      0  71068    572 160260    0    0 101373    20 1542 1764  1  3 65 30  1 2025-04-19 10:59:43
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 JST
 1  0      0  74924    376 158984    0    0 185658    21 1747 1707  1  4 23 70  2 2025-04-19 10:59:48
 0  0      0  71992   2072 157792    0    0 14724    21  718  821  1  1 96  2  1 2025-04-19 10:59:53
 5  3      0  69548    496 161596    0    0 57971    18 1229 1422  1  2 82 15  1 2025-04-19 10:59:58
